DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
MCMEDAZ,MARICOPA MEDICAL CENTER,P.O. BOX 29670,PHOENIX,MARICOPA,AZ,85038,9,PHO,FLO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCTOWAZ,MARICOPA TOWERS - PHO,3127 W. GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,9,PHO,PHO,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINCA,MARIN COUNTY,3 PETER BEHR DRIVE,SAN RAFAEL,MARIN,CA,94903,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW0600,MARION COUNTY DETENTION CENTER,201 WAREHOUSE RD.,LEBANON,MARION,KY,40033,6,NOL,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIOIN,MARION COUNTY JAIL,40 SOUTH ALABAMA STREET,INDIANAPOLIS,MARION,IN,46204,7,CHI,CHI,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MARICOR,MARION COUNTY JAIL,4000 AUMSVILLE HIGHWAY SE,SALEM,MARION,OR,97301,9,SEA,POO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMAR,MARION USP,RURAL RT. 5 LITTLE GRASSY ROAD,MARION,WILLIAMSON,IL,62959,7,CHI,CHI,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARSHMN,MARSHAL COUNTY JAIL,208 E. COLVIN AVE,WARRENTON,MARSHALL,MN,56762,8,SPM,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARSHIA,MARSHALL COUNTY JAIL,2369 JESSUP AVENUE,MARSHALLTOWN,MARSHALL,IA,50158,8,SPM,OMA,USMS IGA,USMS IGA,Yes,0,1,1,1,14,19,20,11,0,0,0,0,0,0,0,0,0,3,12,52,0,0,0,0
MARTIFL,MARTIN COUNTY JAIL,800 SOUTHEAST MONTEREY ROAD,STUART,MARTIN,FL,34994,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTIWA,MARTIN HALL JUVENILE,201 S PINE ST,MEDICAL LAKE,SPOKANE,WA,99022,9,SEA,SEA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASONWA,MASON COUNTY JAIL,411 NORTH 4TH STREET,SHELTON,MASON,WA,98584,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKMATSU,MAT-SU PRETRIAL,339 E. DOGWOOD,PALMER,MATANUSKA SUSITNA,AK,99645,9,SEA,ANC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAVERTX,MAVERICK COUNTY JAIL,1051 BALBOA JONES BOULEVARD,EAGLE PASS,MAVERICK,TX,78852,5,SNA,DLR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCLETX,MCCLELLAN COUNTY JAIL,501 WASHINGTON AVENUE,WACO,MCLENNAN,TX,76701,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMCR,MCCREARY USP,330 FEDERAL WAY,PINE KNOT,MCCREARY,KY,42635,6,CHI,OAK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCHENIL,MCHENRY COUNTY CORRECTIONAL FACILITY,2200 NORTH SEMINARY AVENUE,WOODSTOCK,MCHENRY,IL,60098,7,CHI,CHI,USMS IGA,USMS IGA,Yes,12,3,10,8,71,30,54,63,0,0,0,0,5,0,0,0,12,21,68,150,0,0,5,0
MCINTGA,MCINTOSH COUNTY JAIL,714 HWY 251,DARIEN,MCINTOSH,GA,31305,11,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMCK,MCKEAN FEDERAL CORRECTIONAL INSTITUTE,PO BOX 5000,BRADFORD,MC KEAN,PA,16701,3,PHI,PHI,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCKINNM,MCKINLEY COUNTY ADULT DETENTION,255 S. BOARDMAN,GALLUP,MCKINLEY,NM,87301,10,ELP,ELP,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKMCYOU,MCLAUGHLIN YOUTH CENTER,2600 PROVIDENCE DR,ANCHORAGE,ANCHORAGE,AK,99508,9,SEA,ANC,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCDCTX,MCLENNAN COUNTY DETENTION CENTER,520 COLUMBUS AVE,WACO,MCLENNAN,TX,76705,5,SNA,WCT,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAMCNEI,MCNEIL ISLAND CORRECTIONS,1403 COMMERCIAL ST.,STEILACOOM,PIERCE,WA,98388,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPRAE,"MCRAE CORRECTIONAL FACILITY, CCA",1000 JIM HAMMOCK DR.,MCRAE,TELFAIR,GA,31055,11,ATL,ATL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMADAZ,MCSO MADISON FACILITY,225 W. MADISON,PHOENIX,MARICOPA,AZ,85003,9,PHO,FLO,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCSPEAZ,MCSO SPECIAL USE FACILITY,120 S. 1ST AVENUE,PHOENIX,MARICOPA,AZ,85003,9,PHO,FLO,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADESD,MEADE COUNTY,1400 MAIN STREET,STURGIS,MEADE,SD,57785,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECKLNC,MECKLENBURG COUNTY DETENTION CENTER NORTH,5234 SPECTOR DRIVE,CHARLOTTE,MECKLENBURG,NC,28202,4,ATL,CLT,USMS IGA,USMS IGA,Yes,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
MECKLN2,MECKLENBURG COUNTY JAIL CENTRAL,801 EAST FOURTH ST,CHARLOTTE,MECKLENBURG,NC,28202,4,ATL,CLT,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDHOLD,MEDFORD SUB-OFFICE,310 WEST 6TH STREET,MEDFORD,JACKSON,OR,97501,9,SEA,MED,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDINOH,MEDINA COUNTY JAIL,555 INDEPENDENCE DRIVE,MEDINA,MEDINA,OH,44256,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDINTX,MEDINA COUNTY JAIL,1101 15TH STREET,HONDO,MEDINA,TX,78861,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEJUVTX,MEDINA COUNTY JUVENILE CORRECTIONAL,2516 MCHAUGHTEN DR.,HONDO,MEDINA,TX,78861,5,SNA,SNA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMEM,MEMPHIS FEDERAL CORRECTIONAL INSTITUTE,1101 JOHN A DENIE ROAD,MEMPHIS,SHELBY,TN,38134,6,NOL,NOL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMHOLD,MEMPHIS HOLD ROOM,842 VIRGINIA RUN COVE,MEMPHIS,SHELBY,TN,38122,6,NOL,MEM,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMPHTN,MEMPHIS/SHELBY COUNTY JUVENILE,616 ADAMS AVENUE,MEMPHIS,SHELBY,TN,38105,6,NOL,NOL,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCECA,MERCED COUNTY JAIL,P.O. BOX 2267,MERCED,MERCED,CA,95344,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEPA,MERCER COUNTY,55 THOMPSON ROAD,MERCER,MERCER,PA,16137,3,PHI,PIT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERRINH,MERRIMACK COUNTY JAIL,326 DANIEL WEBSTER HIGHWAY,BOSCAWAN,MERRIMACK,NH,3301,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESJACO,MESA COUNTY JAIL,215 RICE STREET,GRAND JUNCTION,MESA,CO,81501,10,DEN,DEN,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACFMES,MESA VERDE DETENTION FACILITY,425 GOLDEN STATE AVE,BAKERSFIELD,KERN,CA,93301,9,SFR,BKI,IGSA,DIGSA,Yes,81,6,0,1,37,123,69,61,0,0,0,0,0,0,0,0,80,8,39,251,0,0,0,0
METROFL,METRO DADE JAIL,5680 SOUTHWEST 87TH AVENUE,MIAMI,MIAMI-DADE,FL,33173,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAHOLD,MIAMI DISTRICT,15665 BISCAYNE BOULEVARD,MIAMI,MIAMI-DADE,FL,33160,11,MIA,TAM,Other,HOLD,Yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BOPMIA,MIAMI FEDERAL CORRECTIONAL INSTITUTE (FORMER MCC),1350 NW 41 STREET,MIAMI,MIAMI-DADE,FL,33178,11,MIA,KRO,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMIM,MIAMI FEDERAL DETENTION,33 NE 4 STREET,MIAMI,MIAMI-DADE,FL,33132,11,MIA,KRO,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSF,MIAMI STAGING FACILITY,UNAVAILABLE,MIAMI,MIAMI-DADE,FL,33101,11,MIA,KRO,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIDBIMA,MIDDLESEX COUNTY (BILLERICA),40 THORNDIKE STREET,CAMBRIDGE,MIDDLESEX,MA,2141,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIDDLNJ,MIDDLESEX COUNTY JAIL,APPLE ORCHARD ROAD,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,3,NEW,NEW,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIDLATX,MIDLAND COUNTY DETENTION CENTER,115 W. INDUSTRIAL ROAD,MIDLAND,MIDLAND,TX,79702,5,ELP,EPC,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLDHOLD,"MIDLAND, TX ERO HOLDROOM",400 S. MAIN STREET,MIDLAND,MIDLAND,TX,79701,5,ELP,PCS,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPMIL,MILAN FEDERAL CORRECTIONAL INSTITUTE,PO BOX 9999,MILAN,MONROE,MI,48160,6,DET,DET,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILLRAR,MILLER COUNTY JAIL,2300 EAST STREET,TEXARKANA,MILLER,AR,71854,8,NOL,FSA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILHOLD,MILWAUKEE HOLDROOM,310 E. KNAPP STREET,MILWAUKEE,MILWAUKEE,WI,53201,7,CHI,CHI,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIMILSD,MILWAUKEE SECURE DETENTION,1015 NORTH 10TH STREET,MILWAUKEE,MILWAUKEE,WI,53205,7,CHI,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINERMT,MINERAL COUNTY JAIL,310 RIVER STREET,SUPERIOR,MINERAL,MT,59872,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINICID,MINICASSIA DETENTION CENTER,1415 ALBION AVENUE,BURLEY,CASSIA,ID,83318,9,SLC,BOI,IGSA,IGSA,Yes,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
MINNESD,MINNEHAHA COUNTY JAIL,500 NORTH MINNESOTA AVENUE,SIOUX FALLS,MINNEHAHA,SD,57104,8,SPM,SPM,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIJUVSD,MINNEHAHA JUVENILE DETENTION CENTER,4200 WEST AVENUE,SIOUX FALLS,MINNEHAHA,SD,57106,8,SPM,SPM,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNCOAKC,MINNESOTA CORRECTIONAL FACILITY (OAK PARK HEIGHTS),BOX 10,STILLWATER,WASHINGTON,MN,55082,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNCFRUS,MINNESOTA CORRECTIONAL FACILITY (RUSH CITY),7600 525TH STREET,RUSH CITY,CHISAGO,MN,55069,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNCFSTW,MINNESOTA CORRECTIONAL FACILITY (STILLWATER),5329 OSGOOD,STILLWATER,WASHINGTON,MN,55082,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANCACA,MIRA LOMA DETENTION CENTER,45100 60TH STREET WEST,LANCASTER,LOS ANGELES,CA,93536,9,LOS,LOS,IGSA,DIGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISCOMO,MISSISSIPPI COUNTY DETENTION CENTER,200 WEST COMMERCIAL STREET,CHARLESTON,MISSISSIPPI,MO,63834,8,CHI,STL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISSOMT,MISSOULA COUNTY,2340 MULLAN ROAD,MISSOULA,MISSOULA,MT,59808,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOFFECO,MOFFAT COUNTY JAIL,800 WEST 1ST STREET,CRAIG,MOFFAT,CO,81625,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MOHAVAZ,MOHAVE COUNTY CORRECTIONAL CENTER,415 PINE STREET,KINGMAN,MOHAVE,AZ,86401,9,PHO,EAZ,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONMONJ,MONMOUTH COUNTY CORRECTIONAL INSTITUTION,1 WATERWORKS ROAD,FREEHOLD,MONMOUTH,NJ,7728,3,NYC,VRK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONONIA,MONONA COUNTY JAIL (IOWA),909 7TH STREET,ONAWA,MONONA,IA,51040,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROFL,MONROE COUNTY DETENTION CENTER,5501 COLLEGE ROAD,KEY WEST,MONROE,FL,33040,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,12,16,41,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
MNROEMI,MONROE COUNTY DETENTION MAIN,100 EAST 2ND STREET,MONROE,MONROE,MI,48161,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MONROMI,MONROE COUNTY DETENTION-DORM,7000 EAST DUNBAR ROAD,MONROE,MONROE,MI,48161,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,22,15,14,3,0,0,0,0,0,0,0,0,0,0,35,19,0,0,0,0
MONRONY,MONROE COUNTY JAIL,130 PLYMOUTH AVENUE SOUTH,ROCHESTER,MONROE,NY,14614,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOYOUMI,MONROE COUNTY YOUTH CENTER,3600 SOUTH CUSTER ROAD,MONROE,MONROE,MI,48161,6,DET,DET,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTECA,MONTEREY COUNTY,P.O. BOX 809,SALINAS,MONTEREY,CA,93906,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTPPDCA,MONTEREY PARK CITY JAIL,320 WEST NEWMARK AVENUE,MONTEREY PARK,KING,CA,91754,9,LOS,LOS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTECO,MONTEZUMA COUNTY JAIL,730 EAST DRISCOLL STREET,CORTEZ,MONTEZUMA,CO,81321,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNTGMAL,MONTGOMERY CITY JAIL,320 NORTH RIPLEY STREET,MONTGOMERY,MONTGOMERY,AL,36104,11,NOL,MGA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONCJAL,MONTGOMERY CITY JAIL,103 NORTH PERRY STREET,MONTGOMERY,MONTGOMERY,AL,36104,11,NOL,NOL,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTGPA,MONTGOMERY COUNTY CORRECTIONAL FACILITY,60 EAGLEVILLE ROAD,NORRISTOWN,MONTGOMERY,PA,19403,3,PHI,PHI,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTGNY,MONTGOMERY COUNTY JAIL,PARK STREET,FONDA,MONTGOMERY,NY,12068,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTGMO,MONTGOMERY COUNTY JAIL,211 EAST THIRD STREET,MONTGOMERY CITY,MONTGOMERY,MO,63361,8,CHI,STL,IGSA,IGSA,Yes,0,0,1,0,7,2,5,2,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0
MONTGAL,MONTGOMERY COUNTY MAC SIM BUTLER DETENTION FACILIT,250 MCDONOUGH STREET,MONTGOMERY,MONTGOMERY,AL,36103,11,NOL,MGA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAHOLD,MONTGOMERY HOLD ROOM,UNAVAILABLE,MONTGOMERY,MONTGOMERY,AL,36191,11,NOL,MGA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTRCO,MONTROSE COUNTY JAIL,1200 NORTH GRAND AVENUE,MONTROSE,MONTROSE,CO,81401,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGNMO,MORGAN COUNTY ADULT DETENTION CENTER,211 EAST NEWTON STREET,VERSAILLES,MORGAN,MO,65084,8,CHI,KAN,IGSA,IGSA,Yes,0,1,0,0,8,15,18,8,0,0,0,0,0,0,0,0,0,1,19,30,0,0,0,0
MORGACO,MORGAN COUNTY JAIL,801 EAST BEAVER AVENUE,FORT MORGAN,MORGAN,CO,80701,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRINJ,MORRIS COUNTY JAIL,23 COURT STREET,MORRISTOWN,MORRIS,NJ,7960,3,NEW,NEW,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROWOH,MORROW COUNTY CORRECTIONAL FACILITY,101 HOME ROAD,MOUNT GILEAD,MORROW,OH,43338,6,DET,CLM,IGSA,IGSA,Yes,1,0,1,0,13,14,19,5,0,0,0,0,0,0,0,0,1,1,15,36,0,0,0,0
MOUNTND,MOUNTRAIL COUNTY JAIL,101 NORTH MAIN STREET,STANLEY,MOUNTRAIL,ND,58784,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCJUVOH,MULTI COUNTY,815 FAIRCREST STREET SW,CANTON,STARK,OH,44706,6,DET,CLE,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTNOR,MULTNOMAH COUNTY JAIL,11540 NORTHEAST INVERNESS DRIVE,PORTLAND,MULTNOMAH,OR,97220,9,SEA,POO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSCAIA,MUSCATINE COUNTY JAIL,400 WALNUT STREET,MUSCATINE,MUSCATINE,IA,52761,8,SPM,OMA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSSEMT,MUSSELSHELL COUNTY JAIL,820 MAIN STREET,ROUNDUP,MUSSELSHELL,MT,59072,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPCNV,NASHVILLE COMMUNITY CORRECTIONS,701 BROADWAY STREET,NASHVILLE,DAVIDSON,TN,37203,6,NOL,NSV,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSVHOLD,NASHVILLE HOLD ROOM,UNAVAILABLE,NASHVILLE,DAVIDSON,TN,37201,6,NOL,NSV,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NASSANY,NASSAU COUNTY CORRECTIONAL CENTER,100 CARMAN AVENUE,EAST MEADOW,NASSAU,NY,11554,2,NYC,VRK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NASSAFL,NASSAU COUNTY JAIL,76001 BOBBY MOORE CIRCLE,YULEE,NASSAU,FL,32097,11,MIA,ORL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATROWY,NATRONA COUNTY JAIL,1100 BRUCE LANE,CASPER,NATRONA,WY,82601,10,DEN,DEN,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVSOAZ,NAVAJO COUNTY SHERIFF,100 EAST CARTER DRIVE,HOLBROOK,NAVAJO,AZ,86025,9,PHO,PHO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVARTX,NAVARRO CO JAIL,300 WEST 2ND AVENUE,CORSICANA,NAVARRO,TX,75110,5,DAL,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVSDCNV,NEVADA SOUTHERN DETENTION CENTER,2190 EAST MESQUITE AVENUE,PAHRUMP,NYE,NV,89060,9,SLC,SLC,USMS IGA,USMS IGA,Yes,6,6,8,4,8,40,47,26,0,0,0,0,0,0,0,0,9,15,13,108,0,0,0,0
NHSPWOM,NEW HAMPSHIRE,317 MAST ROAD,GOFFSTOWN,HILLSBOROUGH,NH,3045,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHSPCON,NEW HAMPSHIRE STATE PENITENTIARY (CONCORD),281 NORTH STATE STREET,CONCORD,MERRIMACK,NH,3301,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWHNVNC,NEW HANOVER COUNTY JAIL,3950 JUVENILE RD,CASTLE HAYNE,NEW HANOVER,NC,28429,4,ATL,CLT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
